Identifier	Supplier Name	Country
1738551000189102	Martel Hammer Pharmaceuticals Private Limited		
39441000189107	Esma Formulations Private Limited	India	
1007921000189108	Dr.Reddy's Laboratories Limited		
998271000189105	Aegis Prescriptions Private Limited	India	
1216861000189101	Glitter Lifescience Private Limited		
1806021000189106	Canipla Care		
1219491000189100	Ampira Biotechnics Private Limited		
114981000189107	Datla Laboratories		
1711641000189101	Masson Healthcare Private Limited		
1108471000189106	Osho Laboratories Private Limited		
1339281000189100	A Menarini India Private Limited		
1474341000189105	Richfaith Pharmaceuticals		
1174461000189100	Sedulus Remedies		
17121000189105	Vinca Lifesciences		
1214061000189102	Thurs Pharmaceuticals	Not Available	
20751000189108	Anglo-French Drugs & Industries Limited	India	
998901000189109	Shiron Pharmaceuticals		
27241000189103	Casca Remedies Private Limited		
1138281000189100	AXA Parenterals Limited		
1878781000189102	Sanstuti Pharmaceuticals Private Limited		
1925751000189109	World-wide Pharma Limited		
18741000189104	Geo pharma private Limited		
1493901000189102	Umbrella Biotech		
38541000189104	Aareen Healthcare Private Limited		
1112581000189109	Avonic Life Sciences		
1021931000189108	Indo-Reh Pharmaceuticals	Not Available	
1477901000189102	Energize Pharmaceuticals Private Limited		
101811000189107	VGR Bio Laboratories	India	
57561000189103	Ankare from Anvik Biotech Private Limited		
1116881000189105	Panm Labs India		
1141431000189108	Igniva Marketing Private Limited		
1288401000189104	Camlin Pharma		
103771000189106	Winmac Laboratories Limited		
1088051000189103	Hiya Lifesciences Private Limited		
265791000189105	Srk Life Sciences & Research (India) Private Limited		
47681000189108	Stallion Laboratories Private Limited	India	
188761000189107	Aurochem Laboratories (india) Private Limited		
1658301000189102	Virchow Biotech Private Limited		
1747561000189102	Sb Lifesciences Private Limited		
1209181000189108	Welgenic Pharma		
1056111000189108	Aprique Pharmaceuticals		
1476481000189101	GNF Ethicals		
1480021000189104	Pharmaron		
1495251000189106	Bharat Parenterals Limited		
1714511000189104	MRG Pharmaceuticals		
1514001000189108	Lifegrace Pharmaceuticals Private Limited		
1170241000189109	Ultratech Pharmaceuticals		
1475701000189105	Dokcare Life Sciences		
1210891000189106	Kopran Laboratories Limited		
115341000189104	Nectar Remedies (India) Limited		
69321000189100	Bion Therapeutics (India) Private Limited	India	
1853821000189103	Eos Pharmaceuticals India Limited		
1134511000189101	Remedy Healthcare Private Limited		
1453511000189104	Axon Drugs Private Limited		
1476121000189109	Medville Healthcare		
1453391000189103	Zubit Lifecare		
57241000189102	Skyways Healthcare Private Limited		
1479431000189109	Glomat Pharmaceuticals		
1027371000189102	Cortina Laboratories Private Limited		
1055881000189100	Clancare Lifesciences Private Limited		
1090981000189108	Brett Life Sciences Llp		
1413541000189108	UTH Healthcare Limited	India	
1240271000189102	Medcure Pharmaceuticals LLP	India	
1339571000189100	Arehk Healthcare Private Limited		
15391000189101	Dial Pharmaceuticals Private Limited	India	
1178371000189106	Power Labs	India	
1590911000189101	Cascade India Pharmaceuticals	India	
61111000189107	Cure & Care Biotec Private Limited		
1324161000189100	Sundyota Numandis Pharmaceuticals Private Limited	India	
1710191000189105	Tripada Biotec Private Limited		
8551000189105	SH Pharmaceuticals Limited		
1749341000189104	Almatica Pharmaceuticals Private Limited		
1000781000189107	Aretaeus Pharmaceuticals Private Limited	India	
122161000189103	Wens Drugs India Private Limited	India	
1903671000189103	Hower Pharma Private Limited		
1233941000189108	Abigail Pharma Private Limited		
1023161000189103	Elixir Life Care Private Limited	India	
1023981000189106	Coax Bioremedies Private Limited		
1473931000189103	Astorion Pharmaceuticals Private Limited		
1199011000189100	Alchemist Life Sciences Limited	Not Available	
125031000189100	Glorious Healthcare Private Limited		
31121000189109	Hecures Biotech		
1811321000189101	Ihtin Jaar Derma Care		
1100711000189107	Senate Laboratories		
1346111000189105	Eyeris Vision Care Private Limited		
1450891000189101	Wilshire Pharmaceuticals Private Limited		
1535021000189108	Trubeca Lifesciences Private Limited		
1711101000189107	Advaith Life Sciences Private Limited	India	
1195541000189105	Serverz Biotech		
1475061000189107	Nvron Life Science Limited		
44641000189105	Magnachem Pharmaceuticals Private Limited		
1476151000189102	Aravali Pharmacals		
1536241000189103	Cutis Biotech		
1852131000189100	Rescuers Life Sciences Limited		
155201000189104	Unireach Healthcare Private Limited		
9051000189107	Wallace Pharmaceuticals Private Limited	India	
155891000189107	Drakt Pharmaceuticals Private Limited	India	
62531000189101	Scoshia Remedy Inc		
1093621000189109	Densa Pharmaceuticals		
12001000189102	Baroda Pharma Private Limited	India	
1479481000189108	Drams Healthcare		
102581000189106	Will Impex Pharmachem Private Limited		
1192651000189101	Shilpex Pharmysis		
105681000189102	Genpharma (International) Private Limited		
25631000189103	Stadmed Private Limited		
1221621000189107	Sentiss Pharma Private Limited	India	
1905271000189100	Insutik Pharmaceuticals Private Limited		
674631000189108	Viva Laboratories Private Limited		
1156141000189101	Safetech Formulation		
1113301000189103	United Laboratories India Private Limited		
1015511000189100	Delusion Healthcare Private Limited		
66881000189101	P & B Laboratories Private Limited		
1451651000189100	Novamed Pharmaceuticals Private Limited		
882251000189109	MHS Pharmaceuticals Private Limited	India	
11951000189105	Euphoric Pharmaceuticals Private Limited		
116211000189102	Kontest Chemicals Limited		
1186311000189107	Rekin Pharma Private Limited	India	
1495541000189106	Farmako Biotech		
1143891000189108	Ce-Chem Pharmaceuticals Private Limited		
1127971000189107	Ben Hadded Pharma Private Limited		
1161721000189107	Helplab Healthcare Private Limited		
39501000189108	Ivy Healthcare Infrastructure Private Limited	India	
1055961000189103	Ventus Pharmaceuticals Private Limited	India	
1044231000189100	Jassons Formulations		
1588901000189102	Awakesoul Pharmaceutical Private Limited		
1258431000189104	Afd Laboratories Private Limited	India	
1684471000189100	Myren Life Science India Private Limited		
13541000189100	Foregen Healthcare Limited		
1077931000189101	Medhexa Pharma		
1037131000189100	Trikut Humanities Bio Science Private Limited		
1154071000189100	Alpa Laboratories Limited		
1454641000189101	Uvb Healthcare Private Limited	India	
1105451000189107	Trugen Pharmaceuticals Private Limited		
1050461000189104	Euro Organics		
1781071000189103	Conscaff India		
1019671000189105	The World Wide Pharma		
1348151000189108	Serin Formulations Private Limited		
12801000189108	German Remedies Limited		
1231391000189104	Medcure Organics Private Limited		
1847831000189109	Maxton Life Sciences		
1656101000189103	Ahagoal Healthcare Private Limited		
1778941000189106	Curever Pharma Private Limited		
1477941000189104	Accilex Diacardo		
47031000189100	Avis Lifecare Private Limited	India	
1032431000189109	IGP Medventures Private Limited	India	
170791000189108	Eye kare Kilitch Limited		
1051761000189102	Femgrace Formulations	India	
1171241000189102	Deep Pharmaceutical		
1119491000189103	Veterix Lifesciences Private Limited		
1091391000189103	Lamed India Laboratories Private Limited		
1611221000189100	Anax Pharma Private Limited		
1474721000189100	Aplonis Healthcare		
1492981000189102	Ignyx Pharmaceuticals		
1179021000189103	Malachite Gold Laboratories Private Limited	India	
1137981000189106	Shawn & Co.		
96471000189103	Glyco Labs Private Limited		
1875551000189108	Amideep Pharmaceuticals		
1015921000189103	Beekay Pharmaceuticals Private Limited		
1403151000189102	Nucron Pharmaceuticals Limited	India	
341941000189103	Tyrant Pharma Private Limited	India	
1852991000189102	Medsky Healthcare		
1815141000189105	Nourier Lab		
1537231000189107	Merck Specialities Private Limited		
1002841000189107	Biotic Healthcare Private Limited		
1873821000189100	Aveta Pharma Private Limited		
22901000189108	Sumac Pharma Private Limited		
1066581000189101	Aust Ind Labs		
234841000189104	Cerspin Healthcare Private Limited	India	
1778401000189100	Pacitora Biotech		
1156221000189104	Amble Biotech Private Limited		
178671000189101	Higlance Laboratories Private Limited	India	
190991000189100	Kaptab Pharmaceuticals		
27391000189100	Alsun Pharma		
1906171000189100	Taksh Healthcare Private Limited		
1749421000189103	Symlek Healthcare Private Limited		
1494861000189109	Radius Healthcare Private Limited		
1837881000189109	Moon Healthcare Private Limited		
1130091000189108	Tunic Healthcare		
1083751000189109	Solway Pharmaceuticals Private Limited		
1090041000189102	Connote Healthcare		
1122081000189105	Fawn Incorporation	India	
1536641000189101	Healthyways Pharmaceuticals Private Limited		
1195401000189108	Olamic Healthcare		
676561000189109	Florencia Healthcare		
1100691000189105	Medicinum Healthcare Private Limited		
76361000189106	Modi Mundi Pharma Private Limited	India	
1165511000189106	Olamic Pharma Private Limited	India	
1495371000189107	Osren Healthcare Private Limited		
1476081000189106	Curezip Pharma Private Limited		
1838151000189106	Bageo Pharmaceuticals Private Limited		
1242441000189105	Zegchem		
15441000189100	Zuventus Healthcare Limited		
54891000189104	Custodian Pharma Private Limited		
1451371000189101	Macter Pharma	India	
32001000189107	Phoenix Pharmaceuticals Private Limited		
1851931000189108	Apical Biologicals		
1323161000189102	The Pharmed Research Laboratory Private Limited	India	
1346721000189103	Curewell Drugs and Pharmaceuticals Private Limited		
1082571000189100	Vindas Chemical Industries Private Limited		
1851101000189103	Allex Medical Systems		
1709821000189108	Procter & Gamble Health Limited		
1043941000189103	Godetia Healthcare		
1534191000189109	GlaxoSmithKline Consumer Private Limited		
1434321000189104	Astrum Healthcare Private Limited		
27261000189102	Kivi Labs Limited	India	
1132381000189109	FC Remedies		
1011581000189107	Kylsans Laboratories		
1170261000189105	Thiest Biotec		
21421000189104	AGM Biotec Private Limited	India	
999991000189105	DNA Labs India Private Limited		
781071000189103	Kopran Limited		
1925631000189107	Samskruthy Pharma Private Limited		
1098551000189107	D M Pharma Private Limited		
1023171000189107	Wincare Remedies		
140151000189103	Adventure Life Sciences Private Limited		
1680751000189106	Novartis Healthcare Private Limited		
1316231000189102	Lesanto Laboratories Private Limited	India	
1493161000189101	Indkus Biotech India		
1608361000189106	Eurolife Healthcare Private Limited		
1072531000189108	Drish Lifesciences Limited		
1322481000189109	American Remedies Limited		
1434931000189103	Feodra Dermatology Laboratories		
259021000189102	Numera Life Sciences	India	
1425211000189102	Rizer Healthcare Private Limited		
1436281000189100	Friends Speciality Medicine Private Limited		
997951000189109	Bioguard Organics Limited		
62721000189105	Max India Limited	India	
1061861000189102	Nucleo Remedies		
58721000189102	Indica Laboratories Private Limited	India	
1091521000189107	Superlative Healthcare	India	
1210881000189109	Soigner Pharmaceutical Private Limited		
1814251000189101	Unistar Biotech Limited		
1494561000189106	Adison Pharmaceuticals		
1323001000189102	Ashok Pharmaceuticals Private Limited		
1193791000189107	Gaurish Pharmaceuticals		
1591881000189107	North Corp Life Sciences		
1749371000189107	Win-Medicare Private Limited		
63441000189103	Tan Therapeuticss		
1211771000189107	Keval Pharma		
1073041000189101	Biogensis Biotechnic		
345991000189108	Rusi Remedies Private Limited		
1457671000189100	Medmom Pharmaceuticals LLP		
45731000189107	Corvin Chemicals and Pharmaceuticals Limited		
1020851000189101	Unipower Pharmaceuticals Private Limited		
1257421000189102	Orange Biotech Private Limited		
26351000189107	Aptus Pharma Private Limited	India	
176271000189103	Pharma India		
1024061000189102	Archmed Biotech Private Limited		
54341000189101	Akumentis Healthcare Limited		
1568091000189107	Symcox Research Laboratories Private Limited		
1135681000189105	Hosta Labs		
1808901000189102	Digilent Pharmaceuticals Private Limited		
134741000189106	Cyril Pharmaceuticals Private Limited		
1032631000189106	Aenor Pharmaceuticals Private Limited		
1106311000189106	Venix Healthcare		
52991000189103	Avin Pharma		
1053181000189108	Nemus Pharmaceuticals Private Limited		
38251000189104	Biovitamins Private Limited	India	
1155331000189104	Numis Pharmaceuticals Private Limited		
1407261000189101	Rachit Medi Sciences		
59261000189105	Pegasus Farmaco (India) Private Limited		
1019161000189107	Dr. Morepen Limited		
1114171000189108	Ralmas Medicare Private Limited		
1213521000189100	Libramed Pharmaceuticals Private Limited		
57781000189100	Simpson & Brawn Pharmaceuticals		
1217011000189106	Curis Lifecare	India	
795621000189108	D C M Laboratories		
1254611000189103	Deepkamal Health Services Private Limited		
1290381000189103	Clariant Pharmaceuticals Private Limited		
1415451000189106	Tidal Laboratories Private Limited		
1147391000189105	Osiante Biotech	India	
1291901000189104	Ardor Drugs Private Limited	India	
1738001000189106	Freedom Healthcare		
26081000189101	Mylan Pharmaceuticals Private Limited	India	
1736151000189109	Synwell India Pharma Private Limited	India	
1117971000189101	Earth Biotech		
1403821000189104	Scotwin Healthcare Private Limited		
57501000189102	Lancer Biomed Private Limited		
1175761000189108	Nocnil Pharma		
1534261000189105	Eshbilords Pharmaceuticals		
207241000189103	Haffkine Bio-Pharmaceutical Corporation Limited		
1475041000189106	Orphic Medicare Private Limited		
1776451000189100	Alenvision Pharma Private Limited		
1182981000189100	Alvio Pharmaceuticals Private Limited	India	
1613501000189108	Raman & Weil Private Limited	India	
1049451000189107	Macron Biotech Private Limited		
1477501000189109	Scorleon Pharma		
30691000189105	Anikem Laboratories Private Limited	India	
10381000189105	Solitaire Pharmacia Private Limited		
386571000189100	Nordic Formulations Private Limited		
991421000189102	Biogenetic Pharmaceuticals		
1142221000189100	Tetramed Biotek Private Limited		
